obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""7459.78520""","=""0.00022""","=""""","=""1340.52117""","=""""","=""8.9393e-04""","=""7.4579e-02""","=""3.6631e+01""","=""-0.82635""",AAA,"=""105291.62867""","=""106632.1498416""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""7459.80517""","=""0.00022""","=""""","=""1340.51758""","=""""","=""2.4296e-03""","=""2.0270e-01""","=""9.9559e+01""","=""-0.39212""",AAA,"=""[105291.63094]""","=""[106632.1485242]""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""7459.82191""","=""0.00013""","=""""","=""1340.514575""","=""""","=""6.7504e-03""","=""8.4476e-01""","=""8.2985e+02""","=""0.52880""",AAA,"=""105291.651993""","=""(106632.16656761)""","=""5d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""7459.82244""","=""0.00022""","=""""","=""1340.51448""","=""""","=""4.4948e-03""","=""5.6249e-01""","=""5.5256e+02""","=""0.35218""",AAA,"=""105291.65209""","=""106632.1665697""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""7459.84691""","=""0.00013""","=""""","=""1340.510083""","=""""","=""9.5934e-05""","=""8.0037e-03""","=""7.8624e+00""","=""-1.49465""",AAA,"=""105291.651993""","=""[106632.1620756]""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""7459.84757""","=""0.00022""","=""""","=""1340.50996""","=""""","=""7.4915e-04""","=""6.2501e-02""","=""6.1398e+01""","=""-0.60205""",AAA,"=""105291.65209""","=""[106632.1620536]""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""7459.85277""","=""0.00013""","=""""","=""1340.509030""","=""""","=""7.2326e-03""","=""8.0455e-01""","=""1.1855e+03""","=""0.68370""",AAA,"=""[105291.659796]""","=""(106632.16882614)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""""","=""7459.8530091""","=""0.0000006""","=""""","=""1340.50898694""","=""""","=""1.0662e-02""","=""1.1860e+00""","=""1.7476e+03""","=""0.85225""",AAA,"=""(105291.65983494)""","=""(106632.16882188)""","=""5f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
"=""""","=""""","=""7459.86534""","=""0.00013""","=""""","=""1340.506772""","=""""","=""4.8217e-04""","=""4.0227e-02""","=""5.9276e+01""","=""-0.61733""",AAA,"=""[105291.659796]""","=""(106632.16656761)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""""","=""7459.8655424""","=""0.0000022""","=""""","=""1340.5067348""","=""""","=""1.8609e-05""","=""1.5525e-03""","=""2.2877e+00""","=""-2.03081""",AAA,"=""(105291.65983494)""","=""106632.1665697""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
"=""""","=""""","=""7459.8670""","=""0.0003""","=""""","=""1340.50648""","=""""","=""1.1057e-02""","=""1.1531e+00""","=""2.2655e+03""","=""0.96496""",AAA,"=""105291.66370""","=""(106632.17017701)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""""","=""7459.86716042""","=""0.00000005""","=""""","=""1340.506444010""","=""""","=""1.6083e-02""","=""1.6772e+00""","=""3.2953e+03""","=""1.12769""",AAA,"=""(105291.66373033)""","=""(106632.17017434)""","=""5g""","=""2G""","=""7/2""","=""6h""","=""2H*""","=""9/2""",8,10,,"=""T7771""","=""""",
"=""""","=""""","=""7459.8745""","=""0.0003""","=""""","=""1340.50512""","=""""","=""3.9489e-04""","=""3.2946e-02""","=""6.4728e+01""","=""-0.57911""",AAA,"=""105291.66370""","=""(106632.16882188)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""""","=""7459.87466311""","=""0.00000005""","=""""","=""1340.505095810""","=""""","=""3.1591e-06""","=""2.6356e-04""","=""5.1782e-01""","=""-2.67603""",AAA,"=""(105291.66373033)""","=""(106632.16882614)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""7/2""",8,8,,"=""T7771""","=""""",
"=""""","=""""","=""7459.87516407""","=""0.00000005""","=""""","=""1340.505005790""","=""""","=""1.6448e-02""","=""1.6467e+00""","=""4.0441e+03""","=""1.21662""",AAA,"=""(105291.66607200)""","=""(106632.17107779)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""11/2""",10,12,,"=""T7771""","=""""",
"=""""","=""""","=""7459.88019175""","=""0.00000005""","=""""","=""1340.504102340""","=""""","=""3.6552e-04""","=""3.0495e-02""","=""7.4893e+01""","=""-0.51577""",AAA,"=""(105291.66607200)""","=""(106632.17017434)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""9/2""",10,10,,"=""T7771""","=""""",
"=""""","=""""","=""7459.8871""","=""0.0003""","=""""","=""1340.50287""","=""""","=""3.7220e-04""","=""2.3289e-02""","=""4.5757e+01""","=""-0.72975""",AAA,"=""105291.66370""","=""106632.1665697""","=""5f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
"=""""","=""""","=""7459.88723179""","=""0.00000005""","=""""","=""1340.502837280""","=""""","=""1.1373e-04""","=""7.1164e-03""","=""1.3982e+01""","=""-1.24465""",AAA,"=""(105291.66373033)""","=""(106632.16656761)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""5/2""",8,6,,"=""T7771""","=""""",
"=""""","=""""","=""7459.88769446""","=""0.00000005""","=""""","=""1340.502754140""","=""""","=""1.1057e-04""","=""7.3799e-03""","=""1.8124e+01""","=""-1.13195""",AAA,"=""(105291.66607200)""","=""(106632.16882614)""","=""5g""","=""2G""","=""9/2""","=""6f""","=""2F*""","=""7/2""",10,8,,"=""T7771""","=""""",
"=""""","=""""","=""7459.89034""","=""0.00013""","=""""","=""1340.502280""","=""""","=""8.6344e-04""","=""4.8025e-02""","=""7.0766e+01""","=""-0.54039""",AAA,"=""[105291.659796]""","=""[106632.1620756]""","=""5d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""""","=""""","=""7459.890674""","=""0.000007""","=""""","=""1340.5022187""","=""""","=""3.9082e-04""","=""2.1737e-02""","=""3.2031e+01""","=""-0.88464""",AAA,"=""(105291.65983494)""","=""[106632.1620536]""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
"=""7459.90""","=""0.06""","=""7459.84""","=""0.03""","=""0.06""","=""1340.500""","=""(3000)""","=""1.0254e-02""","=""1.2319e+00""","=""1.5127e+04""","=""1.78954""",AAA,"=""105291.657""","=""106632.1681""","=""5""","=""""","=""""","=""6""","=""""","=""""",50,72,,"=""T8637""","=""L7452""",
"=""""","=""""","=""7459.91553""","=""0.00022""","=""""","=""1340.49775""","=""""","=""1.7880e-03""","=""7.4587e-02""","=""7.3271e+01""","=""-0.52528""",AAA,"=""105291.65209""","=""106632.1498416""","=""5p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""7459.92233""","=""0.00013""","=""""","=""1340.496531""","=""""","=""9.5946e-04""","=""4.0024e-02""","=""3.9318e+01""","=""-0.79562""",AAA,"=""105291.651993""","=""[106632.1485242]""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""""","=""7495.087""","=""0.007""","=""""","=""1334.2074""","=""""","=""1.6635e-05""","=""6.3265e-03""","=""1.9981e+02""","=""-0.09163""",AAA,"=""107965.0568""","=""[109299.2642]""","=""8""","=""""","=""""","=""17""","=""""","=""""",128,578,,"=""T8637""","=""""",
"=""7502.44""","=""0.17""","=""7502.502""","=""0.012""","=""-0.06""","=""1332.90""","=""620""","=""1.5609e-03""","=""2.3407e-01""","=""4.1616e+03""","=""1.22667""",AAA,"=""106632.1681""","=""107965.0568""","=""6""","=""""","=""""","=""8""","=""""","=""""",72,128,,"=""T8637""","=""L7452""",
"=""""","=""""","=""7508.107""","=""0.008""","=""""","=""1331.8937""","=""(360)""","=""2.1174e-04""","=""4.4169e-02""","=""1.0697e+03""","=""0.63635""",AAA,"=""107440.4508""","=""108772.3445""","=""7""","=""""","=""""","=""11""","=""""","=""""",98,242,,"=""T8637""","=""""",
"=""""","=""""","=""7780.366""","=""0.010""","=""""","=""1285.2865""","=""(130)""","=""2.3306e-05""","=""8.4602e-03""","=""2.7737e+02""","=""0.03459""",AAA,"=""107965.0568""","=""[109250.3433]""","=""8""","=""""","=""""","=""16""","=""""","=""""",128,512,,"=""T8637""","=""""",
"=""8154.84""","=""0.05""","=""8154.887""","=""0.011""","=""-0.05""","=""1226.265""","=""120""","=""3.3586e-05""","=""1.1772e-02""","=""4.0454e+02""","=""0.17807""",AAA,"=""107965.0568""","=""[109191.3154]""","=""8""","=""""","=""""","=""15""","=""""","=""""",128,450,,"=""T8637""","=""L7424c32""",
"=""8664.460""","=""0.023""","=""8664.498""","=""0.011""","=""-0.038""","=""1154.140""","=""180""","=""5.0098e-05""","=""1.7268e-02""","=""6.3048e+02""","=""0.34445""",AAA,"=""107965.0568""","=""[109119.1917]""","=""8""","=""""","=""""","=""14""","=""""","=""""",128,392,,"=""T8637""","=""L7424c32""",
"=""8760.064""","=""0.014""","=""8760.068""","=""0.012""","=""-0.004""","=""1141.5442""","=""420""","=""3.9049e-04""","=""9.1636e-02""","=""2.5892e+03""","=""0.95329""",AAA,"=""107440.4508""","=""108581.9945""","=""7""","=""""","=""""","=""10""","=""""","=""""",98,200,,"=""T8637""","=""L7424c32""",
"=""""","=""""","=""9260.526""","=""0.010""","=""""","=""1079.8523""","=""""","=""6.4524e-06""","=""4.0966e-03""","=""2.0233e+02""","=""-0.17806""",AAA,"=""108324.7253""","=""[109404.5776]""","=""9""","=""""","=""""","=""20""","=""""","=""""",162,800,,"=""T8637""","=""""",
"=""9392.03""","=""0.03""","=""9392.013""","=""0.014""","=""0.02""","=""1064.733""","=""60""","=""7.8037e-05""","=""2.7251e-02""","=""1.0785e+03""","=""0.54259""",AAA,"=""107965.0568""","=""[109029.7913]""","=""8""","=""""","=""""","=""13""","=""""","=""""",128,338,,"=""T8637""","=""L7424c32""",
"=""""","=""""","=""9521.722""","=""0.011""","=""""","=""1050.2302""","=""""","=""8.5550e-06""","=""5.1824e-03""","=""2.6317e+02""","=""-0.07596""",AAA,"=""108324.7253""","=""[109374.9555]""","=""9""","=""""","=""""","=""19""","=""""","=""""",162,722,,"=""T8637""","=""""",
"=""""","=""""","=""9847.025""","=""0.012""","=""""","=""1015.5351""","=""""","=""1.1562e-05""","=""6.7228e-03""","=""3.5306e+02""","=""0.03707""",AAA,"=""108324.7253""","=""[109340.2604]""","=""9""","=""""","=""""","=""18""","=""""","=""""",162,648,,"=""T8637""","=""""",
"=""""","=""""","=""10261.263""","=""0.013""","=""""","=""974.5389""","=""""","=""1.5979e-05""","=""8.9994e-03""","=""4.9250e+02""","=""0.16373""",AAA,"=""108324.7253""","=""[109299.2642]""","=""9""","=""""","=""""","=""17""","=""""","=""""",162,578,,"=""T8637""","=""""",
"=""10503.507""","=""0.018""","=""10503.494""","=""0.012""","=""0.013""","=""952.0630""","=""190""","=""1.2870e-04""","=""4.7894e-02""","=""2.1198e+03""","=""0.78749""",AAA,"=""107965.0568""","=""108917.1209""","=""8""","=""""","=""""","=""12""","=""""","=""""",128,288,,"=""T8637""","=""L7424c32""",
"=""10803.59""","=""0.07""","=""10803.593""","=""0.020""","="" 0.00""","=""925.618""","=""80""","=""2.2679e-05""","=""1.2542e-02""","=""7.2266e+02""","=""0.30789""",AAA,"=""108324.7253""","=""[109250.3433]""","=""9""","=""""","=""""","=""16""","=""""","=""""",162,512,,"=""T8637""","=""L7424c32""",
"=""11308.681""","=""0.018""","=""11308.706""","=""0.017""","=""-0.025""","=""884.2764""","=""420""","=""8.2370e-04""","=""2.6090e-01""","=""9.5158e+03""","=""1.40769""",AAA,"=""107440.4508""","=""108324.7253""","=""7""","=""""","=""""","=""9""","=""""","=""""",98,162,,"=""T8637""","=""L7424c32""",
"=""11539.54""","=""0.04""","=""11539.481""","=""0.021""","=""0.06""","=""866.586""","=""110""","=""3.3253e-05""","=""1.8440e-02""","=""1.1348e+03""","=""0.47527""",AAA,"=""108324.7253""","=""[109191.3154]""","=""9""","=""""","=""""","=""15""","=""""","=""""",162,450,,"=""T8637""","=""L6002""",
"=""""","=""""","=""12156.826""","=""0.019""","=""""","=""822.5831""","=""""","=""6.1733e-06""","=""5.4711e-03""","=""4.3793e+02""","=""0.03910""",AAA,"=""108581.9945""","=""[109404.5776]""","=""10""","=""""","=""""","=""20""","=""""","=""""",200,800,,"=""T8637""","=""""",
"=""12371.912""","=""0.020""","=""12371.91""","=""0.03""","=""0.00""","=""808.2825""","=""410""","=""4.5608e-03""","=""1.4245e+00""","=""4.1774e+04""","=""2.01099""",AAA,"=""106632.1681""","=""107440.4508""","=""6""","=""""","=""""","=""7""","=""""","=""""",72,98,,"=""T8637""","=""L7424c32""",
"=""12387.153""","=""0.018""","=""12387.158""","=""0.017""","=""-0.005""","=""807.2880""","=""340""","=""2.3007e-04""","=""1.0006e-01""","=""5.2231e+03""","=""1.10748""",AAA,"=""107965.0568""","=""108772.3445""","=""8""","=""""","=""""","=""11""","=""""","=""""",128,242,,"=""T8637""","=""L7424c32""",
"=""12587.05""","=""0.03""","=""12587.065""","=""0.022""","=""-0.01""","=""794.4674""","=""210""","=""5.0797e-05""","=""2.9195e-02""","=""1.9599e+03""","=""0.67483""",AAA,"=""108324.7253""","=""[109119.1917]""","=""9""","=""""","=""""","=""14""","=""""","=""""",162,392,,"=""T8637""","=""L7424c32""",
"=""""","=""""","=""12610.961""","=""0.021""","=""""","=""792.9610""","=""""","=""8.2526e-06""","=""7.1032e-03""","=""5.8981e+02""","=""0.15248""",AAA,"=""108581.9945""","=""[109374.9555]""","=""10""","=""""","=""""","=""19""","=""""","=""""",200,722,,"=""T8637""","=""""",
"=""""","=""""","=""13187.986""","=""0.023""","=""""","=""758.2659""","=""""","=""1.1269e-05""","=""9.5202e-03""","=""8.2666e+02""","=""0.27967""",AAA,"=""108581.9945""","=""[109340.2604]""","=""10""","=""""","=""""","=""18""","=""""","=""""",200,648,,"=""T8637""","=""""",
"=""""","=""""","=""13941.76""","=""0.03""","=""""","=""717.2697""","=""""","=""1.5782e-05""","=""1.3291e-02""","=""1.2200e+03""","=""0.42458""",AAA,"=""108581.9945""","=""[109299.2642]""","=""10""","=""""","=""""","=""17""","=""""","=""""",200,578,,"=""T8637""","=""""",
"=""""","=""""","=""14183.07""","=""0.03""","=""""","=""705.0660""","=""(130)""","=""8.1919e-05""","=""5.1545e-02""","=""3.8990e+03""","=""0.92170""",AAA,"=""108324.7253""","=""[109029.7913]""","=""9""","=""""","=""""","=""13""","=""""","=""""",162,338,,"=""T8637""","=""""",
"=""""","=""""","=""14962.25""","=""0.04""","=""""","=""668.3488""","=""(70)""","=""2.2796e-05""","=""1.9586e-02""","=""1.9296e+03""","=""0.59299""",AAA,"=""108581.9945""","=""[109250.3433]""","=""10""","=""""","=""""","=""16""","=""""","=""""",200,512,,"=""T8637""","=""""",
"=""""","=""""","=""15816.95""","=""0.03""","=""""","=""632.2331""","=""""","=""6.0262e-06""","=""7.4717e-03""","=""9.4153e+02""","=""0.25724""",AAA,"=""108772.3445""","=""[109404.5776]""","=""11""","=""""","=""""","=""20""","=""""","=""""",242,800,,"=""T8637""","=""""",
"=""""","=""""","=""16209.09""","=""0.04""","=""""","=""616.9377""","=""(270)""","=""4.6762e-04""","=""2.8780e-01""","=""1.9658e+04""","=""1.56630""",AAA,"=""107965.0568""","=""108581.9945""","=""8""","=""""","=""""","=""10""","=""""","=""""",128,200,,"=""T8637""","=""""",
"=""""","=""""","=""16411.71""","=""0.05""","=""""","=""609.3209""","=""(70)""","=""3.4241e-05""","=""3.1110e-02""","=""3.3617e+03""","=""0.79393""",AAA,"=""108581.9945""","=""[109191.3154]""","=""10""","=""""","=""""","=""15""","=""""","=""""",200,450,,"=""T8637""","=""""",
"=""""","=""""","=""16594.45""","=""0.03""","=""""","=""602.6110""","=""""","=""8.1411e-06""","=""1.0027e-02""","=""1.3257e+03""","=""0.38500""",AAA,"=""108772.3445""","=""[109374.9555]""","=""11""","=""""","=""""","=""19""","=""""","=""""",242,722,,"=""T8637""","=""""",
"=""""","=""""","=""16880.61""","=""0.03""","=""""","=""592.3956""","=""(140)""","=""1.4269e-04""","=""1.0837e-01""","=""9.7565e+03""","=""1.24443""",AAA,"=""108324.7253""","=""108917.1209""","=""9""","=""""","=""""","=""12""","=""""","=""""",162,288,,"=""T8637""","=""""",
"=""""","=""""","=""17608.24""","=""0.04""","=""""","=""567.9159""","=""""","=""1.1267e-05""","=""1.4024e-02""","=""1.9673e+03""","=""0.53068""",AAA,"=""108772.3445""","=""[109340.2604]""","=""11""","=""""","=""""","=""18""","=""""","=""""",242,648,,"=""T8637""","=""""",
"=""""","=""""","=""18615.14""","=""0.06""","=""""","=""537.1972""","=""(80)""","=""5.4172e-05""","=""5.5159e-02""","=""6.7607e+03""","=""1.04265""",AAA,"=""108581.9945""","=""[109119.1917]""","=""10""","=""""","=""""","=""14""","=""""","=""""",200,392,,"=""T8637""","=""""",
"=""""","=""""","=""18978.22""","=""0.04""","=""""","=""526.9197""","=""""","=""1.6062e-05""","=""2.0715e-02""","=""3.1321e+03""","=""0.70010""",AAA,"=""108772.3445""","=""[109299.2642]""","=""11""","=""""","=""""","=""17""","=""""","=""""",242,578,,"=""T8637""","=""""",
"=""19061.96""","=""0.04""","=""19061.92""","=""0.04""","=""0.04""","=""524.6050""","=""540""","=""2.2720e-03""","=""1.6148e+00""","=""9.9258e+04""","=""2.19935""",AAA,"=""107440.4508""","=""107965.0568""","=""7""","=""""","=""""","=""8""","=""""","=""""",98,128,,"=""T8637""","=""L7455""",
"=""""","=""""","=""20514.64""","=""0.05""","=""""","=""487.4567""","=""""","=""6.0050e-06""","=""1.0524e-02""","=""2.0471e+03""","=""0.48159""",AAA,"=""108917.1209""","=""[109404.5776]""","=""12""","=""""","=""""","=""20""","=""""","=""""",288,800,,"=""T8637""","=""""",
"=""""","=""""","=""20920.55""","=""0.07""","=""""","=""477.9988""","=""(19)""","=""2.3773e-05""","=""3.3002e-02""","=""5.5006e+03""","=""0.90236""",AAA,"=""108772.3445""","=""[109250.3433]""","=""11""","=""""","=""""","=""16""","=""""","=""""",242,512,,"=""T8637""","=""""",
"=""""","=""""","=""21841.95""","=""0.05""","=""""","=""457.8346""","=""""","=""8.2236e-06""","=""1.4745e-02""","=""3.0536e+03""","=""0.62804""",AAA,"=""108917.1209""","=""[109374.9555]""","=""12""","=""""","=""""","=""19""","=""""","=""""",288,722,,"=""T8637""","=""""",
"=""""","=""""","=""22331.56""","=""0.09""","=""""","=""447.7968""","=""(90)""","=""9.2309e-05""","=""1.1663e-01""","=""1.7150e+04""","=""1.36786""",AAA,"=""108581.9945""","=""[109029.7913]""","=""10""","=""""","=""""","=""13""","=""""","=""""",200,338,,"=""T8637""","=""""",
"=""""","=""""","=""22340.42""","=""0.06""","=""""","=""447.6192""","=""(140)""","=""2.8131e-04""","=""3.1443e-01""","=""3.7464e+04""","=""1.70704""",AAA,"=""108324.7253""","=""108772.3445""","=""9""","=""""","=""""","=""11""","=""""","=""""",162,242,,"=""T8637""","=""""",
"=""""","=""""","=""23632.87""","=""0.06""","=""""","=""423.1395""","=""""","=""1.1587e-05""","=""2.1830e-02""","=""4.8914e+03""","=""0.79844""",AAA,"=""108917.1209""","=""[109340.2604]""","=""12""","=""""","=""""","=""18""","=""""","=""""",288,648,,"=""T8637""","=""""",
"=""""","=""""","=""23868.01""","=""0.09""","=""""","=""418.9709""","=""(21)""","=""3.6992e-05""","=""5.8748e-02""","=""1.1171e+04""","=""1.15281""",AAA,"=""108772.3445""","=""[109191.3154]""","=""11""","=""""","=""""","=""15""","=""""","=""""",242,450,,"=""T8637""","=""""",
"=""""","=""""","=""26168.19""","=""0.08""","=""""","=""382.1433""","=""""","=""1.6929e-05""","=""3.4879e-02""","=""8.6539e+03""","=""1.00196""",AAA,"=""108917.1209""","=""[109299.2642]""","=""12""","=""""","=""""","=""17""","=""""","=""""",288,578,,"=""T8637""","=""""",
"=""""","=""""","=""26681.87""","=""0.10""","=""""","=""374.7863""","=""""","=""6.1190e-06""","=""1.5458e-02""","=""4.5893e+03""","=""0.71806""",AAA,"=""[109029.7913]""","=""[109404.5776]""","=""13""","=""""","=""""","=""20""","=""""","=""""",338,800,,"=""T8637""","=""""",
"=""27803.50""","=""0.08""","=""27803.38""","=""0.08""","=""0.12""","=""359.6670""","=""(220)""","=""1.2328e-03""","=""1.8083e+00""","=""2.1186e+05""","=""2.36448""",AAA,"=""107965.0568""","=""108324.7253""","=""8""","=""""","=""""","=""9""","=""""","=""""",128,162,,"=""T8637""","=""L7455""",
"=""""","=""""","=""28831.14""","=""0.12""","=""""","=""346.8472""","=""(21)""","=""6.1856e-05""","=""1.2486e-01""","=""2.8681e+04""","=""1.48025""",AAA,"=""108772.3445""","=""[109119.1917]""","=""11""","=""""","=""""","=""14""","=""""","=""""",242,392,,"=""T8637""","=""""",
"=""""","=""""","=""28971.72""","=""0.12""","=""""","=""345.1642""","=""""","=""8.5323e-06""","=""2.2935e-02""","=""7.3937e+03""","=""0.88941""",AAA,"=""[109029.7913]""","=""[109374.9555]""","=""13""","=""""","=""""","=""19""","=""""","=""""",338,722,,"=""T8637""","=""""",
"=""""","=""""","=""29839.49""","=""0.12""","=""""","=""335.1264""","=""(80)""","=""1.7740e-04""","=""3.4100e-01""","=""6.6997e+04""","=""1.83378""",AAA,"=""108581.9945""","=""108917.1209""","=""10""","=""""","=""""","=""12""","=""""","=""""",200,288,,"=""T8637""","=""""",
"=""""","=""""","=""30009.99""","=""0.14""","=""""","=""333.2224""","=""(14)""","=""2.5962e-05""","=""6.2317e-02""","=""1.7731e+04""","=""1.25400""",AAA,"=""108917.1209""","=""[109250.3433]""","=""12""","=""""","=""""","=""16""","=""""","=""""",288,512,,"=""T8637""","=""""",
"=""""","=""""","=""32209.32""","=""0.15""","=""""","=""310.4691""","=""""","=""1.2323e-05""","=""3.6745e-02""","=""1.3170e+04""","=""1.09411""",AAA,"=""[109029.7913]""","=""[109340.2604]""","=""13""","=""""","=""""","=""18""","=""""","=""""",338,648,,"=""T8637""","=""""",
"=""""","=""""","=""35040.27""","=""0.16""","=""""","=""285.3859""","=""""","=""6.3972e-06""","=""2.4032e-02""","=""1.0867e+04""","=""0.97407""",AAA,"=""[109119.1917]""","=""[109404.5776]""","=""14""","=""""","=""""","=""20""","=""""","=""""",392,800,,"=""T8637""","=""""",
"=""""","=""""","=""36470.46""","=""0.20""","=""""","=""274.1945""","=""(14)""","=""4.2709e-05""","=""1.3307e-01""","=""4.6014e+04""","=""1.58347""",AAA,"=""108917.1209""","=""[109191.3154]""","=""12""","=""""","=""""","=""15""","=""""","=""""",288,450,,"=""T8637""","=""""",
"=""""","=""""","=""37109.48""","=""0.19""","=""""","=""269.4729""","=""""","=""1.8658e-05""","=""6.5873e-02""","=""2.7201e+04""","=""1.34763""",AAA,"=""[109029.7913]""","=""[109299.2642]""","=""13""","=""""","=""""","=""17""","=""""","=""""",338,578,,"=""T8637""","=""""",
"=""""","=""""","=""38842.98""","=""0.24""","=""""","=""257.4468""","=""(20)""","=""1.1633e-04""","=""3.6752e-01""","=""1.1373e+05""","=""1.94910""",AAA,"=""108772.3445""","=""[109029.7913]""","=""11""","=""""","=""""","=""13""","=""""","=""""",242,338,,"=""T8637""","=""""",
"=""""","=""""","=""38869.79""","=""0.21""","=""""","=""257.2692""","=""(110)""","=""7.1514e-04""","=""1.9998e+00""","=""4.1456e+05""","=""2.51050""",AAA,"=""108324.7253""","=""108581.9945""","=""9""","=""""","=""""","=""10""","=""""","=""""",162,200,,"=""T8637""","=""""",
"=""""","=""""","=""39098.57""","=""0.20""","=""""","=""255.7638""","=""""","=""9.1446e-06""","=""3.8601e-02""","=""1.9477e+04""","=""1.17988""",AAA,"=""[109119.1917]""","=""[109374.9555]""","=""14""","=""""","=""""","=""19""","=""""","=""""",392,722,,"=""T8637""","=""""",
"=""""","=""""","=""45234.8""","=""0.3""","=""""","=""221.0687""","=""""","=""1.3689e-05""","=""6.9418e-02""","=""4.0524e+04""","=""1.43476""",AAA,"=""[109119.1917]""","=""[109340.2604]""","=""14""","=""""","=""""","=""18""","=""""","=""""",392,648,,"=""T8637""","=""""",
"=""""","=""""","=""45340.8""","=""0.4""","=""""","=""220.5520""","=""(22)""","=""3.0257e-05""","=""1.4126e-01""","=""7.1269e+04""","=""1.67893""",AAA,"=""[109029.7913]""","=""[109250.3433]""","=""13""","=""""","=""""","=""16""","=""""","=""""",338,512,,"=""T8637""","=""""",
"=""""","=""""","=""46890.6""","=""0.3""","=""""","=""213.2622""","=""""","=""6.9026e-06""","=""4.0450e-02""","=""2.8099e+04""","=""1.26013""",AAA,"=""[109191.3154]""","=""[109404.5776]""","=""15""","=""""","=""""","=""20""","=""""","=""""",450,800,,"=""T8637""","=""""",
"=""""","=""""","=""49487.6""","=""0.3""","=""""","=""202.0708""","=""(13)""","=""7.8842e-05""","=""3.9401e-01""","=""1.8487e+05""","=""2.05489""",AAA,"=""108917.1209""","=""[109119.1917]""","=""12""","=""""","=""""","=""14""","=""""","=""""",288,392,,"=""T8637""","=""""",
"=""""","=""""","=""52534.8""","=""0.4""","=""""","=""190.3500""","=""(60)""","=""4.3766e-04""","=""2.1912e+00""","=""7.5793e+05""","=""2.64171""",AAA,"=""108581.9945""","=""108772.3445""","=""10""","=""""","=""""","=""11""","=""""","=""""",200,242,,"=""T8637""","=""""",
"=""""","=""""","=""54454.3""","=""0.4""","=""""","=""183.6401""","=""""","=""1.0228e-05""","=""7.2954e-02""","=""5.8853e+04""","=""1.51626""",AAA,"=""[109191.3154]""","=""[109374.9555]""","=""15""","=""""","=""""","=""19""","=""""","=""""",450,722,,"=""T8637""","=""""",
"=""""","=""""","=""55533.2""","=""0.4""","=""""","=""180.0725""","=""""","=""2.1920e-05""","=""1.4943e-01""","=""1.0709e+05""","=""1.76773""",AAA,"=""[109119.1917]""","=""[109299.2642]""","=""14""","=""""","=""""","=""17""","=""""","=""""",392,578,,"=""T8637""","=""""",
"=""""","=""""","=""61910.3""","=""0.7""","=""""","=""161.5241""","=""(20)""","=""5.4961e-05""","=""4.2047e-01""","=""2.8967e+05""","=""2.15266""",AAA,"=""[109029.7913]""","=""[109191.3154]""","=""13""","=""""","=""""","=""15""","=""""","=""""",338,450,,"=""T8637""","=""""",
