element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ni,5,"=""37.4992""","=""0.0003""","=""37.49933""","=""0.00007""","=""-0.0001""","=""266672.4""","=""53G""","=""3.49e-01""","=""7.36e-04""","=""6.36e-03""","=""-2.288""",D+,"=""41920.7""","=""308592.1""","=""3d6""","=""3D""","=""3""","=""3d5.(2D3).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.51000""","=""0.00010""","=""37.50994""","=""0.00004""","=""0.00006""","=""266595.6""","=""1700""","=""1.25e+01""","=""3.23e-02""","=""3.59e-01""","=""-0.537""",D+,"=""42208.66""","=""308804.66""","=""3d6""","=""1G2""","=""4""","=""3d5.(2I).4p""","=""1H*""","=""5""",9,11,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.57335""","=""0.00025""","=""37.57321""","=""0.00006""","=""0.00014""","=""266146.1""","=""28H""","=""3.10e-01""","=""6.56e-04""","=""1.06e-02""","=""-2.069""",D+,"=""41252.8""","=""307399.9""","=""3d6""","=""1I""","=""6""","=""3d5.(2I).4p""","=""3I*""","=""6""",13,13,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.58977""","=""0.00010""","=""37.58983""","=""0.00004""","=""-0.00006""","=""266029.8""","=""180""","=""3.14e+00""","=""1.11e-02""","=""4.12e-02""","=""-1.478""",D+,"=""41701.3""","=""307730.68""","=""3d6""","=""3D""","=""1""","=""3d5.(2D3).4p""","=""3F*""","=""2""",3,5,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.61191""","=""0.00025""","=""37.61196""","=""0.00004""","=""-0.00005""","=""265873.2""","=""34H""","=""1.98e+00""","=""4.20e-03""","=""3.64e-02""","=""-1.532""",D+,"=""68855.5""","=""334728.38""","=""3d6""","=""3F1""","=""3""","=""3d5.(2F2).4p""","=""1F*""","=""3""",7,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.62107""","=""0.00020""","=""37.62107""","=""0.00004""","="" 0.00000""","=""265808.5""","=""82d""","=""1.53e+00""","=""2.31e-03""","=""2.00e-02""","=""-1.791""",D+,"=""34416.3""","=""300224.77""","=""3d6""","=""3G""","=""3""","=""3d5.(4D).4p""","=""3D*""","=""2""",7,5,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.6509""","=""0.0003""","=""37.65070""","=""0.00004""","=""0.0002""","=""265597.9""","=""31G""","=""3.75e-01""","=""7.98e-04""","=""6.92e-03""","=""-2.253""",E,"=""57924.5""","=""323523.80""","=""3d6""","=""1F""","=""3""","=""3d5.(4F).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.68105""","=""0.00025""","=""37.68054""","=""0.00009""","=""0.00051""","=""265385.4""","=""110H""","=""1.91e+00""","=""2.44e-03""","=""1.51e-02""","=""-1.914""",D+,"=""26152.7""","=""291541.7""","=""3d6""","=""3P2""","=""2""","=""3d5.(4P).4p""","=""5P*""","=""1""",5,3,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.70151""","=""0.00020""","=""37.70136""","=""0.00004""","=""0.00015""","=""265241.4""","=""110d""","=""5.14e-01""","=""9.27e-04""","=""1.50e-02""","=""-1.919""",D+,"=""27111.6""","=""292354.05""","=""3d6""","=""3H""","=""6""","=""3d5.(4G).4p""","=""3H*""","=""5""",13,11,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.71169""","=""0.00010""","=""37.71176""","=""0.00009""","=""-0.00007""","=""265169.8""","=""240""","=""2.11e+01""","=""1.50e-02""","=""5.60e-02""","=""-1.346""",D+,"=""28697.5""","=""293866.8""","=""3d6""","=""3P2""","=""1""","=""3d5.(4P).4p""","=""3P*""","=""0""",3,1,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.7251""","=""0.0006""","=""37.72443""","=""0.00006""","=""0.0007""","=""265075.7""","=""29H*""","=""6.93e-02""","=""1.48e-04""","=""9.19e-04""","=""-3.131""",E,"=""48607.3""","=""313687.5""","=""3d6""","=""1D2""","=""2""","=""3d5.(2D3).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.7251""","=""0.0006""","=""37.72567""","=""0.00006""","=""-0.0006""","=""265075.7""","=""29H*""","=""6.41e-02""","=""8.20e-05""","=""5.09e-04""","=""-3.387""",E,"=""48607.3""","=""313678.82""","=""3d6""","=""1D2""","=""2""","=""3d5.(2D3).4p""","=""3D*""","=""1""",5,3,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.72827""","=""0.00020""","=""37.72835""","=""0.00007""","=""-0.00008""","=""265053.2""","=""68d""","=""6.38e-01""","=""1.11e-03""","=""1.52e-02""","=""-1.912""",D+,"=""27578.7""","=""292631.4""","=""3d6""","=""3H""","=""5""","=""3d5.(4G).4p""","=""3H*""","=""4""",11,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.74858""","=""0.00010""","=""37.74859""","=""0.00004""","=""-0.00001""","=""264910.6""","=""110""","=""1.34e+00""","=""2.23e-03""","=""2.49e-02""","=""-1.698""",D+,"=""34062.09""","=""298972.63""","=""3d6""","=""3G""","=""4""","=""3d5.(4D).4p""","=""3D*""","=""3""",9,7,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.76464""","=""0.00020""","=""37.76489""","=""0.00004""","=""-0.00025""","=""264798.0""","=""320p""","=""8.82e-01""","=""1.60e-03""","=""2.58e-02""","=""-1.683""",D+,"=""41252.8""","=""306049.02""","=""3d6""","=""1I""","=""6""","=""3d5.(2I).4p""","=""3I*""","=""5""",13,11,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.7676""","=""0.0004""","=""37.76727""","=""0.00004""","=""0.0003""","=""264777.0""","=""4400w*""","=""1.20e+01""","=""2.58e-02""","=""4.16e-01""","=""-0.475""",D+,"=""27111.6""","=""291891.10""","=""3d6""","=""3H""","=""6""","=""3d5.(4G).4p""","=""3H*""","=""6""",13,13,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.7676""","=""0.0004""","=""37.76787""","=""0.00004""","=""-0.0003""","=""264777.0""","=""4400w*""","=""1.19e+01""","=""2.54e-02""","=""3.48e-01""","=""-0.553""",D+,"=""27578.7""","=""292354.05""","=""3d6""","=""3H""","=""5""","=""3d5.(4G).4p""","=""3H*""","=""5""",11,11,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.7676""","=""0.0004""","=""37.76832""","=""0.00007""","=""-0.0007""","=""264777.0""","=""4400w*""","=""1.16e+01""","=""2.47e-02""","=""2.76e-01""","=""-0.653""",D+,"=""27859.2""","=""292631.4""","=""3d6""","=""3H""","=""4""","=""3d5.(4G).4p""","=""3H*""","=""4""",9,9,,"=""T6653c93""","=""L3739""",
Ni,5,"=""37.7713""","=""0.0005""","=""37.77131""","=""0.00004""","="" 0.0000""","=""264751.2""","=""370*""","=""4.03e+00""","=""8.61e-03""","=""5.35e-02""","=""-1.366""",D+,"=""41627.4""","=""306378.61""","=""3d6""","=""3D""","=""2""","=""3d5.(4D).4p""","=""3P*""","=""2""",5,5,,"=""T6653c93""","=""L3739,L3912""",
Ni,5,"=""37.7713""","=""0.0005""","=""37.77234""","=""0.00004""","=""-0.0010""","=""264751.2""","=""370*""","=""4.86e-01""","=""1.20e-03""","=""1.94e-02""","=""-1.807""",D+,"=""41252.8""","=""305996.76""","=""3d6""","=""1I""","=""6""","=""3d5.(2I).4p""","=""3K*""","=""7""",13,15,,"=""T6653c93""","=""L3739,L3912""",
