element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""2898.00""","=""0.19""","=""""","=""3450.66""","=""""","=""6.2955e-04""","=""4.7559e-03""","=""2.2687e+00""","=""-1.62380""",AAA,"=""[597662.53]""","=""[601113.19]""","=""1s.6p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2786""","=""23""","=""""","=""3590""","=""""","=""9.4994e-03""","=""3.6582e-01""","=""3.5240e+01""","=""-0.43673""",AAA,"=""[597579.66]""","=""[601169]""","=""1s.6s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3143""","=""5""","=""""","=""3182""","=""""","=""2.8507e-02""","=""6.6087e-01""","=""1.9881e+02""","=""0.29724""",AAA,"=""[597936.4]""","=""[601118.15]""","=""1s.6p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3147""","=""5""","=""""","=""3177""","=""""","=""3.566e-06""","=""8.289e-05""","=""2.497e-02""","=""-3.6044""",AA,"=""[597936.4]""","=""[601113.58]""","=""1s.6p""","=""1P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3081.08""","=""0.13""","=""""","=""3245.61""","=""""","=""5.622e-03""","=""1.120e-01""","=""5.681e+01""","=""-0.2518""",AA,"=""[597875.07]""","=""[601120.68]""","=""1s.6d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3081.71""","=""0.13""","=""""","=""3244.95""","=""""","=""7.458e-04""","=""1.062e-02""","=""7.541e+00""","=""-1.1288""",AA,"=""[597875.73]""","=""[601120.68]""","=""1s.6d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3081.8""","=""0.3""","=""""","=""3244.9""","=""""","=""3.4733e-02""","=""8.2426e-01""","=""2.5088e+02""","=""0.39319""",AAA,"=""[597874.68]""","=""[601119.54]""","=""1s.6d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3082.17""","=""0.21""","=""""","=""3244.47""","=""""","=""6.4313e-03""","=""9.1595e-02""","=""4.6470e+01""","=""-0.33916""",AAA,"=""[597875.07]""","=""[601119.54]""","=""1s.6d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3082.17""","=""0.21""","=""""","=""3244.47""","=""""","=""3.1134e-02""","=""6.2078e-01""","=""3.1495e+02""","=""0.49191""",AAA,"=""[597875.07]""","=""[601119.54]""","=""1s.6d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3082.79""","=""0.21""","=""""","=""3243.81""","=""""","=""1.8377e-04""","=""1.8703e-03""","=""1.3287e+00""","=""-1.8830""",AAA,"=""[597875.73]""","=""[601119.54]""","=""1s.6d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3082.79""","=""0.21""","=""""","=""3243.81""","=""""","=""3.8486e-03""","=""5.4835e-02""","=""3.8956e+01""","=""-0.41585""",AAA,"=""[597875.73]""","=""[601119.54]""","=""1s.6d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3082.79""","=""0.21""","=""""","=""3243.81""","=""""","=""4.1350e-02""","=""7.5747e-01""","=""5.3813e+02""","=""0.72447""",AAA,"=""[597875.73]""","=""[601119.54]""","=""1s.6d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3087.34""","=""0.17""","=""""","=""3239.03""","=""""","=""3.5078e-02""","=""7.0176e-01""","=""3.5663e+02""","=""0.54516""",AAA,"=""[597881.65]""","=""[601120.68]""","=""1s.6d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3088.43""","=""0.24""","=""""","=""3237.9""","=""""","=""9.329e-07""","=""1.334e-05""","=""6.782e-03""","=""-4.1759""",AA,"=""[597881.65]""","=""[601119.54]""","=""1s.6d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3088.43""","=""0.24""","=""""","=""3237.9""","=""""","=""6.388e-03""","=""1.279e-01""","=""6.501e+01""","=""-0.1942""",AA,"=""[597881.65]""","=""[601119.54]""","=""1s.6d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3092.54""","=""0.17""","=""""","=""3233.59""","=""""","=""7.071e-04""","=""7.242e-03""","=""5.161e+00""","=""-1.2951""",AA,"=""[597884.56]""","=""[601118.15]""","=""1s.6f""","=""3F*""","=""3""","=""1s.7d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3093.54""","=""0.17""","=""""","=""3232.54""","=""""","=""3.3719e-03""","=""3.4556e-02""","=""2.4635e+01""","=""-0.61638""",AAA,"=""[597885.61]""","=""[601118.15]""","=""1s.6f""","=""1F*""","=""3""","=""1s.7d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3096.28""","=""0.14""","=""""","=""3229.68""","=""""","=""9.3872e-06""","=""1.8889e-04""","=""9.6270e-02""","=""-3.02483""",AAA,"=""[597884.56]""","=""[601114.24]""","=""1s.6f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3096.28""","=""0.14""","=""""","=""3229.68""","=""""","=""2.6881e-04""","=""3.8636e-03""","=""2.7568e+00""","=""-1.56791""",AAA,"=""[597884.56]""","=""[601114.24]""","=""1s.6f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3096.28""","=""0.14""","=""""","=""3229.68""","=""""","=""3.8018e-03""","=""4.2499e-02""","=""3.8989e+01""","=""-0.41737""",AAA,"=""[597884.56]""","=""[601114.24]""","=""1s.6f""","=""3F*""","=""4""","=""1s.7d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3096.91""","=""0.14""","=""""","=""3229.02""","=""""","=""4.5990e-04""","=""6.6128e-03""","=""3.3710e+00""","=""-1.48065""",AAA,"=""[597884.56]""","=""[601113.58]""","=""1s.6f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3096.91""","=""0.14""","=""""","=""3229.02""","=""""","=""3.0452e-03""","=""3.1276e-02""","=""2.2321e+01""","=""-0.65969""",AAA,"=""[597884.56]""","=""[601113.58]""","=""1s.6f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3097.29""","=""0.14""","=""""","=""3228.63""","=""""","=""5.974e-05""","=""8.592e-04""","=""6.133e-01""","=""-2.2208""",AA,"=""[597885.61]""","=""[601114.24]""","=""1s.6f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3097.29""","=""0.21""","=""""","=""3228.63""","=""""","=""4.1398e-03""","=""3.5724e-02""","=""1.8213e+01""","=""-0.74808""",AAA,"=""[597884.56]""","=""[601113.19]""","=""1s.6f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3097.92""","=""0.14""","=""""","=""3227.97""","=""""","=""6.346e-04""","=""6.522e-03""","=""4.656e+00""","=""-1.3405""",AA,"=""[597885.61]""","=""[601113.58]""","=""1s.6f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3036""","=""28""","=""""","=""3290""","=""""","=""8.957e-07""","=""8.266e-06""","=""4.358e-03""","=""-4.3837""",AA,"=""[597875.07]""","=""[601169]""","=""1s.6d""","=""3D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3040""","=""30""","=""""","=""3290""","=""""","=""7.1428e-03""","=""6.6195e-02""","=""3.4974e+01""","=""-0.48021""",AAA,"=""[597881.65]""","=""[601169]""","=""1s.6d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3341""","=""6""","=""""","=""2993""","=""""","=""3.3705e-02""","=""1.7595e-01""","=""5.6165e+01""","=""-0.27749""",AAA,"=""[597936.4]""","=""[600929.7]""","=""1s.6p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3353.96""","=""0.16""","=""""","=""2981.55""","=""""","=""4.6001e-03""","=""2.3274e-01""","=""2.5698e+01""","=""-0.63313""",AAA,"=""[597661.48]""","=""[600643.03]""","=""1s.6p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3354.39""","=""0.16""","=""""","=""2981.17""","=""""","=""1.3801e-02""","=""2.3281e-01""","=""7.7127e+01""","=""-0.15588""",AAA,"=""[597661.86]""","=""[600643.03]""","=""1s.6p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3355.14""","=""0.16""","=""""","=""2980.50""","=""""","=""2.3001e-02""","=""2.3291e-01""","=""1.2863e+02""","=""0.0662""",AAA,"=""[597662.53]""","=""[600643.03]""","=""1s.6p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3361.41""","=""0.20""","=""""","=""2974.94""","=""""","=""7.1274e-03""","=""3.6220e-01""","=""4.0082e+01""","=""-0.44105""",AAA,"=""[558777.01]""","=""[561751.95]""","=""1s.3s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""3464.30""","=""0.22""","=""""","=""2886.59""","=""""","=""6.481e-10""","=""3.498e-08""","=""3.990e-06""","=""-7.4561""",AA,"=""[491373.71]""","=""[494260.30]""","=""1s.2s""","=""1S""","=""0""","=""1s.2p""","=""3P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,1,"=""""","=""3628.8""","=""1.3""","=""""","=""2755.7""","=""""","=""3.10e-04""","=""6.11e-03""","=""2.92e+00""","=""-1.612""",A,"=""39015.56""","=""41771.3""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3628.8""","=""1.3""","=""""","=""2755.7""","=""""","=""1.55e-03""","=""6.11e-02""","=""1.46e+01""","=""-0.913""",A,"=""39015.56""","=""41771.3""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3628.8""","=""1.3""","=""""","=""2755.7""","=""""","=""1.86e-03""","=""5.50e-02""","=""2.63e+01""","=""-0.657""",A,"=""39015.56""","=""41771.3""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3764.07""","=""0.20""","=""""","=""2656.70""","=""""","=""4.54e-05""","=""9.64e-04""","=""4.78e-01""","=""-2.414""",A,"=""39094.93""","=""41751.63""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3764.07""","=""0.20""","=""""","=""2656.70""","=""""","=""4.54e-04""","=""4.82e-03""","=""2.39e+00""","=""-1.715""",A,"=""39094.93""","=""41751.63""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3764.08""","=""0.20""","=""""","=""2656.69""","=""""","=""4.08e-04""","=""5.78e-03""","=""4.30e+00""","=""-1.460""",A,"=""39094.94""","=""41751.63""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3808.96""","=""0.21""","=""""","=""2625.39""","=""""","=""1.36e-02""","=""4.45e-01""","=""2.23e+02""","=""0.250""",A,"=""36469.55""","=""39094.94""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3808.97""","=""0.21""","=""""","=""2625.38""","=""""","=""2.27e-03""","=""4.94e-02""","=""2.48e+01""","=""-0.704""",A,"=""36469.55""","=""39094.93""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3808.97""","=""0.21""","=""""","=""2625.38""","=""""","=""1.14e-02""","=""4.94e-01""","=""1.24e+02""","=""-0.005""",A,"=""36469.55""","=""39094.93""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3888.7""","=""1.5""","=""""","=""2571.5""","=""""","=""1.55e-03""","=""1.75e-02""","=""8.97e+00""","=""-1.154""",A,"=""39015.56""","=""41587.1""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""3888.7""","=""1.5""","=""""","=""2571.5""","=""""","=""7.72e-04""","=""1.75e-02""","=""4.48e+00""","=""-1.456""",A,"=""39015.56""","=""41587.1""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""4006.83""","=""0.23""","=""""","=""2495.74""","=""""","=""2.6724e-11""","=""3.2161e-09""","=""1.2322e+03""","=""-8.4927""",AAA,"=""[558777.01]""","=""[561272.75]""","=""1s.3s""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,1,"=""""","=""4030.4""","=""1.6""","=""""","=""2481.1""","=""""","=""2.41e-02""","=""8.80e-01""","=""4.67e+02""","=""0.547""",B',"=""36623.38""","=""39104.5""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.5f""","=""2F*""","=""5/2""",4,6,,"=""T1115CA""","=""""",
Li,1,"=""""","=""4030.5""","=""1.6""","=""""","=""2481.1""","=""""","=""1.72e-03""","=""4.19e-02""","=""3.33e+01""","=""-0.600""",B',"=""36623.40""","=""39104.5""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""5/2""",6,6,,"=""T1115CA""","=""""",
Li,1,"=""""","=""4030.5""","=""1.6""","=""""","=""2481.1""","=""""","=""2.58e-02""","=""8.38e-01""","=""6.67e+02""","=""0.701""",B',"=""36623.40""","=""39104.5""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""7/2""",6,8,,"=""T1115CA""","=""""",
Li,1,"=""4048.6""","=""""","=""""","=""""","=""2470.0""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7397""",
Li,1,"=""""","=""4057.2""","=""1.7""","=""""","=""2464.7""","=""""","=""2.49e-05""","=""6.14e-04""","=""4.92e-01""","=""-2.433""",B',"=""36630.2""","=""39094.94""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.5d""","=""2D""","=""5/2""",6,6,,"=""T1115CA""","=""""",
Li,1,"=""""","=""4057.2""","=""1.7""","=""""","=""2464.7""","=""""","=""5.23e-04""","=""8.60e-03""","=""6.90e+00""","=""-1.287""",B',"=""36630.2""","=""39094.93""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.5d""","=""2D""","=""3/2""",6,4,,"=""T1115CA""","=""""",
Li,1,"=""""","=""4057.2""","=""1.7""","=""""","=""2464.7""","=""""","=""4.98e-04""","=""9.22e-03""","=""9.85e+00""","=""-1.132""",B',"=""36630.2""","=""39094.94""","=""1s2.4f""","=""2F*""","=""7/2""","=""1s2.5d""","=""2D""","=""5/2""",8,6,,"=""T1115CA""","=""""",
Li,1,"=""""","=""4180.29""","=""0.25""","=""""","=""2392.18""","=""""","=""2.77e-04""","=""7.25e-03""","=""3.99e+00""","=""-1.538""",A,"=""36623.38""","=""39015.56""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.5p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4180.29""","=""0.25""","=""""","=""2392.18""","=""""","=""2.76e-03""","=""3.62e-02""","=""1.99e+01""","=""-0.840""",A,"=""36623.38""","=""39015.56""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.5p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4180.32""","=""0.25""","=""""","=""2392.16""","=""""","=""2.49e-03""","=""4.35e-02""","=""3.59e+01""","=""-0.584""",A,"=""36623.40""","=""39015.56""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.5p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4482.4""","=""2.0""","=""""","=""2230.9""","=""""","=""4.53e-04""","=""1.37e-02""","=""8.06e+00""","=""-1.263""",A,"=""39015.56""","=""41246.5""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4482.4""","=""2.0""","=""""","=""2230.9""","=""""","=""2.27e-03""","=""1.37e-01""","=""4.03e+01""","=""-0.564""",A,"=""39015.56""","=""41246.5""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4482.4""","=""2.0""","=""""","=""2230.9""","=""""","=""2.72e-03""","=""1.23e-01""","=""7.25e+01""","=""-0.309""",A,"=""39015.56""","=""41246.5""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4711.6""","=""0.3""","=""""","=""2122.42""","=""""","=""7.46e-05""","=""2.48e-03""","=""1.54e+00""","=""-2.003""",A,"=""39094.93""","=""41217.35""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4711.6""","=""0.3""","=""""","=""2122.42""","=""""","=""7.46e-04""","=""1.24e-02""","=""7.70e+00""","=""-1.304""",A,"=""39094.93""","=""41217.35""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4711.6""","=""0.3""","=""""","=""2122.41""","=""""","=""6.73e-04""","=""1.49e-02""","=""1.39e+01""","=""-1.048""",A,"=""39094.94""","=""41217.35""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4781.6""","=""0.3""","=""""","=""2091.34""","=""""","=""3.33e-05""","=""1.14e-03""","=""3.59e-01""","=""-2.642""",A,"=""38299.50""","=""40390.84""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""4781.6""","=""0.3""","=""""","=""2091.34""","=""""","=""3.33e-05""","=""2.28e-03""","=""7.18e-01""","=""-2.341""",A,"=""38299.50""","=""40390.84""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""5122""","=""3""","=""""","=""1952.3""","=""""","=""1.30e-03""","=""5.10e-02""","=""1.72e+01""","=""-0.991""",A,"=""39015.56""","=""40967.9""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""5122""","=""3""","=""""","=""1952.3""","=""""","=""2.59e-03""","=""5.10e-02""","=""3.44e+01""","=""-0.690""",A,"=""39015.56""","=""40967.9""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""5248.3""","=""0.4""","=""""","=""1905.37""","=""""","=""5.6681e-03""","=""3.9011e-01""","=""2.0221e+02""","=""0.06831""",AAA,"=""[579980.46]""","=""[581885.83]""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5250.3""","=""0.4""","=""""","=""1904.65""","=""""","=""5.6679e-03""","=""2.3423e-01""","=""1.2146e+02""","=""-0.1532""",AAA,"=""[579980.46]""","=""[581885.11]""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5251.4""","=""0.4""","=""""","=""1904.25""","=""""","=""5.6680e-03""","=""7.8113e-02""","=""4.0513e+01""","=""-0.63016""",AAA,"=""[579980.46]""","=""[581884.71]""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,1,"=""""","=""5464.6""","=""0.4""","=""""","=""1829.95""","=""""","=""7.51e-03""","=""3.36e-01""","=""1.21e+02""","=""-0.17""",A,"=""36469.55""","=""38299.50""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""5464.6""","=""0.4""","=""""","=""1829.95""","=""""","=""1.50e-02""","=""3.35e-01""","=""2.41e+02""","=""0.127""",A,"=""36469.55""","=""38299.50""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""5639""","=""5""","=""""","=""1773.2""","=""""","=""2.854e-07""","=""2.268e-05""","=""1.263e-02""","=""-4.167""",AA,"=""[559499.5]""","=""[561272.75]""","=""1s.3p""","=""3P*""","=""1""","=""1s.3d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5643""","=""3""","=""""","=""1772.2""","=""""","=""1.043e-07""","=""4.979e-06""","=""4.625e-03""","=""-4.6039""",AA,"=""[559500.55]""","=""[561272.75]""","=""1s.3p""","=""3P*""","=""2""","=""1s.3d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5734""","=""5""","=""""","=""1743.9""","=""""","=""4.5877e-04""","=""2.2614e-02""","=""1.2807e+01""","=""-1.1685""",AAA,"=""[559499.5]""","=""[561243.43]""","=""1s.3p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5738""","=""3""","=""""","=""1742.9""","=""""","=""3.0585e-05""","=""9.0570e-04""","=""8.5538e-01""","=""-2.34405""",AAA,"=""[559500.55]""","=""[561243.43]""","=""1s.3p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5738""","=""5""","=""""","=""1742.8""","=""""","=""8.2552e-04""","=""6.7911e-02""","=""3.8485e+01""","=""-0.69094""",AAA,"=""[559499.5]""","=""[561242.28]""","=""1s.3p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5739""","=""3""","=""""","=""1742.3""","=""""","=""1.1011e-03""","=""7.6127e-02""","=""7.1920e+01""","=""-0.41949""",AAA,"=""[559500.55]""","=""[561242.90]""","=""1s.3p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5740.6""","=""1.2""","=""""","=""1742.0""","=""""","=""6.1169e-04""","=""9.0662e-02""","=""1.7134e+01""","=""-1.04257""",AAA,"=""[559501.45]""","=""[561243.43]""","=""1s.3p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""5741""","=""3""","=""""","=""1741.7""","=""""","=""2.7516e-04""","=""1.3598e-02""","=""1.2851e+01""","=""-1.1676""",AAA,"=""[559500.55]""","=""[561242.28]""","=""1s.3p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,1,"=""""","=""6861.1""","=""0.7""","=""""","=""1457.49""","=""""","=""7.760e-03""","=""5.476e-01""","=""2.474e+02""","=""0.0395""",AA,"=""35012.06""","=""36469.55""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T6620LS""","=""""",
Li,1,"=""""","=""6861.1""","=""0.7""","=""""","=""1457.49""","=""""","=""7.760e-03""","=""1.095e+00""","=""4.948e+02""","=""0.3406""",AA,"=""35012.06""","=""36469.55""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T6620LS""","=""""",
Li,1,"=""""","=""7033.5""","=""0.7""","=""""","=""1421.76""","=""""","=""3.99e-03""","=""4.44e-01""","=""4.11e+02""","=""0.249""",A,"=""39015.56""","=""40437.32""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""7033.6""","=""0.7""","=""""","=""1421.75""","=""""","=""6.64e-04""","=""4.92e-02""","=""4.56e+01""","=""-0.706""",A,"=""39015.56""","=""40437.31""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""7033.6""","=""0.7""","=""""","=""1421.75""","=""""","=""3.32e-03""","=""4.92e-01""","=""2.28e+02""","=""-0.007""",A,"=""39015.56""","=""40437.31""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""7244""","=""5""","=""""","=""1380.5""","=""""","=""1.80e-04""","=""1.42e-02""","=""1.35e+01""","=""-1.25""",A,"=""40390.84""","=""41771.3""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
