element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""1861.34""","=""0.06""","=""""","=""5371.00""","=""""","=""2.901e-06""","=""1.507e-05""","=""4.620e-03""","=""-4.1228""",AA,"=""[592513.56]""","=""[597884.56]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1861.34""","=""0.06""","=""""","=""5371.00""","=""""","=""1.998e-02""","=""1.454e-01""","=""4.455e+01""","=""-0.1386""",AA,"=""[592513.56]""","=""[597884.56]""","=""1s.5d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1864.32""","=""0.06""","=""""","=""5362.41""","=""""","=""1.320e-03""","=""4.915e-03""","=""2.112e+00""","=""-1.4634""",AA,"=""[592519.24]""","=""[597881.65]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1864.67""","=""0.06""","=""""","=""5361.41""","=""""","=""5.0019e-03""","=""1.8634e-02""","=""8.0094e+00""","=""-0.88460""",AAA,"=""[592520.24]""","=""[597881.65]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.38""","=""0.05""","=""""","=""5356.49""","=""""","=""1.4559e-05""","=""1.0650e-04""","=""3.2728e-02""","=""-3.27368""",AAA,"=""[592519.24]""","=""[597875.73]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.38""","=""0.05""","=""""","=""5356.49""","=""""","=""3.9841e-04""","=""2.0817e-03""","=""8.9561e-01""","=""-1.83648""",AAA,"=""[592519.24]""","=""[597875.73]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.38""","=""0.05""","=""""","=""5356.49""","=""""","=""5.8964e-03""","=""2.3963e-02""","=""1.3255e+01""","=""-0.6662""",AAA,"=""[592519.24]""","=""[597875.73]""","=""1s.5f""","=""3F*""","=""4""","=""1s.6d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.61""","=""0.05""","=""""","=""5355.83""","=""""","=""7.1326e-04""","=""3.7278e-03""","=""1.1457e+00""","=""-1.7296""",AAA,"=""[592519.24]""","=""[597875.07]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.61""","=""0.05""","=""""","=""5355.83""","=""""","=""4.5215e-03""","=""1.6879e-02""","=""7.2628e+00""","=""-0.92754""",AAA,"=""[592519.24]""","=""[597875.07]""","=""1s.5f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.73""","=""0.05""","=""""","=""5355.49""","=""""","=""1.111e-04""","=""5.810e-04""","=""2.500e-01""","=""-2.3907""",AA,"=""[592520.24]""","=""[597875.73]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.75""","=""0.08""","=""""","=""5355.44""","=""""","=""6.4204e-03""","=""2.0137e-02""","=""6.1892e+00""","=""-0.99705""",AAA,"=""[592519.24]""","=""[597874.68]""","=""1s.5f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1866.96""","=""0.05""","=""""","=""5354.83""","=""""","=""1.185e-03""","=""4.427e-03""","=""1.905e+00""","=""-1.5088""",AA,"=""[592520.24]""","=""[597875.07]""","=""1s.5f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,1,"=""1869.7""","=""1869.7""","=""0.4""","=""0.0""","=""5347""","=""*""","=""1.383e-01""","=""9.669e-01""","=""3.572e+02""","=""0.7635""",AA,"=""31283.12""","=""36630.2""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""7/2""",6,8,,"=""T7409LS""","=""L7397""",
Li,1,"=""1869.7""","=""1869.7""","=""0.4""","=""0.0""","=""5347""","=""*""","=""9.220e-03""","=""4.835e-02""","=""1.786e+01""","=""-0.5375""",AA,"=""31283.12""","=""36630.2""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""5/2""",6,6,,"=""T7409LS""","=""L7397""",
Li,1,"=""1869.7""","=""1869.7""","=""0.4""","=""0.0""","=""5347""","=""*""","=""1.291e-01""","=""1.015e+00""","=""2.500e+02""","=""0.6086""",AA,"=""31283.08""","=""36630.2""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.4f""","=""2F*""","=""5/2""",4,6,,"=""T7409LS""","=""L7397""",
Li,2,"=""""","=""1840.0""","=""1.7""","=""""","=""5433""","=""""","=""1.869e-06""","=""5.915e-06""","=""1.826e-03""","=""-4.5291""",AA,"=""[592503.22]""","=""[597936.4]""","=""1s.5d""","=""3D""","=""2""","=""1s.6p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1843.5""","=""1.7""","=""""","=""5423""","=""""","=""1.3307e-02""","=""4.2267e-02""","=""1.3074e+01""","=""-0.6750""",AAA,"=""[592513.56]""","=""[597936.4]""","=""1s.5d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""""","=""1885.7""","=""0.4""","=""""","=""5301.8""","=""""","=""2.96e-03""","=""3.16e-02""","=""3.92e+00""","=""-1.200""",A,"=""36469.55""","=""41771.3""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1885.7""","=""0.4""","=""""","=""5301.8""","=""""","=""5.91e-04""","=""3.15e-03""","=""7.83e-01""","=""-1.899""",A,"=""36469.55""","=""41771.3""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1885.7""","=""0.4""","=""""","=""5301.8""","=""""","=""3.55e-03""","=""2.84e-02""","=""7.05e+00""","=""-0.945""",A,"=""36469.55""","=""41771.3""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,2,"=""""","=""1899.4""","=""0.8""","=""""","=""5263.2""","=""""","=""7.4661e-02""","=""6.7745e-01""","=""1.2750e+02""","=""0.3080""",AAA,"=""[592618.4]""","=""[597881.65]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1901.8""","=""0.8""","=""""","=""5256.7""","=""""","=""9.947e-06""","=""9.048e-05""","=""1.705e-02""","=""-3.5663""",AA,"=""[592618.4]""","=""[597875.07]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1879.9""","=""1.9""","=""""","=""5318""","=""""","=""6.8769e-08""","=""3.6455e-07""","=""4.8400e+04""","=""-5.9611""",AAA,"=""[592618.4]""","=""[597936.4]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,1,"=""1929.0""","=""1927.57""","=""0.05""","=""1.4""","=""5183""","=""*""","=""5.363e-04""","=""2.993e-03""","=""7.606e-01""","=""-1.9218""",AA,"=""31283.08""","=""36469.55""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.4p""","=""2P*""","=""3/2""",4,4,,"=""T6620LS""","=""L7397""",
Li,1,"=""1929.0""","=""1927.57""","=""0.05""","=""1.4""","=""5183""","=""*""","=""5.363e-03""","=""1.497e-02""","=""3.803e+00""","=""-1.2228""",AA,"=""31283.08""","=""36469.55""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.4p""","=""2P*""","=""1/2""",4,2,,"=""T6620LS""","=""L7397""",
Li,1,"=""1929.0""","=""1927.58""","=""0.05""","=""1.4""","=""5183""","=""*""","=""4.826e-03""","=""1.796e-02""","=""6.845e+00""","=""-0.9676""",AA,"=""31283.12""","=""36469.55""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4p""","=""2P*""","=""3/2""",6,4,,"=""T6620LS""","=""L7397""",
Li,2,"=""""","=""1937.57""","=""0.08""","=""""","=""5159.70""","=""""","=""2.3355e-04""","=""2.1920e-03""","=""4.1957e-01""","=""-2.18205""",AAA,"=""[592502.83]""","=""[597662.53]""","=""1s.5d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1937.71""","=""0.05""","=""""","=""5159.31""","=""""","=""3.5027e-03""","=""1.9728e-02""","=""6.2941e+00""","=""-1.00595""",AAA,"=""[592503.22]""","=""[597662.53]""","=""1s.5d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1937.82""","=""0.08""","=""""","=""5159.03""","=""""","=""5.8388e-03""","=""3.2888e-02""","=""6.2961e+00""","=""-1.00584""",AAA,"=""[592502.83]""","=""[597661.86]""","=""1s.5d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1937.96""","=""0.08""","=""""","=""5158.65""","=""""","=""2.3355e-02""","=""4.3857e-02""","=""8.3966e+00""","=""-0.88084""",AAA,"=""[592502.83]""","=""[597661.48]""","=""1s.5d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1937.96""","=""0.05""","=""""","=""5158.65""","=""""","=""1.9619e-02""","=""7.8946e-02""","=""3.5267e+01""","=""-0.25757""",AAA,"=""[592503.88]""","=""[597662.53]""","=""1s.5d""","=""3D""","=""3""","=""1s.6p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1937.97""","=""0.05""","=""""","=""5158.64""","=""""","=""1.7514e-02""","=""5.9200e-02""","=""1.8890e+01""","=""-0.52871""",AAA,"=""[592503.22]""","=""[597661.86]""","=""1s.5d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1941.61""","=""0.07""","=""""","=""5148.97""","=""""","=""5.653e-07""","=""3.197e-06""","=""1.022e-03""","=""-4.796""",AA,"=""[592513.56]""","=""[597662.53]""","=""1s.5d""","=""1D""","=""2""","=""1s.6p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""1941.86""","=""0.07""","=""""","=""5148.30""","=""""","=""2.568e-06""","=""8.714e-06""","=""2.786e-03""","=""-4.3608""",AA,"=""[592513.56]""","=""[597661.86]""","=""1s.5d""","=""1D""","=""2""","=""1s.6p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,1,"=""""","=""1949.45""","=""0.05""","=""""","=""5128.25""","=""""","=""4.91e-05""","=""2.80e-04""","=""7.19e-02""","=""-2.951""",A,"=""36623.38""","=""41751.63""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1949.45""","=""0.05""","=""""","=""5128.25""","=""""","=""4.90e-04""","=""1.40e-03""","=""3.59e-01""","=""-2.252""",A,"=""36623.38""","=""41751.63""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1949.46""","=""0.05""","=""""","=""5128.23""","=""""","=""4.42e-04""","=""1.68e-03""","=""6.47e-01""","=""-1.997""",A,"=""36623.40""","=""41751.63""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1953.5""","=""0.4""","=""""","=""5117.5""","=""""","=""1.12e-03""","=""6.42e-03""","=""8.26e-01""","=""-1.891""",A,"=""36469.55""","=""41587.1""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""1953.5""","=""0.4""","=""""","=""5117.5""","=""""","=""2.24e-03""","=""6.41e-03""","=""1.65e+00""","=""-1.591""",A,"=""36469.55""","=""41587.1""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""1973.37""","=""0.08""","=""""","=""5066.10""","=""""","=""7.5929e-08""","=""8.8705e-08""","=""2.0316e+04""","=""-6.3531""",AAA,"=""[592513.56]""","=""[597579.66]""","=""1s.5d""","=""1D""","=""2""","=""1s.6s""","=""1S""","=""0""",5,1,E2,"=""T7378""","=""""",
element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""2004.69""","=""0.06""","=""""","=""4988.30""","=""""","=""1.0112e-02""","=""1.8277e-01""","=""1.2062e+01""","=""-0.7381""",AAA,"=""[592132.78]""","=""[597121.08]""","=""1s.5p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2004.84""","=""0.06""","=""""","=""4987.92""","=""""","=""3.0336e-02""","=""1.8280e-01""","=""3.6195e+01""","=""-0.26091""",AAA,"=""[592133.16]""","=""[597121.08]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2005.11""","=""0.06""","=""""","=""4987.25""","=""""","=""5.0560e-02""","=""1.8285e-01""","=""6.0350e+01""","=""-0.03894""",AAA,"=""[592133.83]""","=""[597121.08]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2015.6""","=""0.9""","=""""","=""4961.3""","=""""","=""7.2900e-02""","=""1.4894e-01""","=""2.9744e+01""","=""-0.34986""",AAA,"=""[592618.4]""","=""[597579.66]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,1,"=""""","=""2093.4""","=""0.4""","=""""","=""4776.9""","=""""","=""8.89e-04""","=""5.84e-03""","=""1.61e+00""","=""-1.631""",A,"=""36469.55""","=""41246.5""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2093.4""","=""0.4""","=""""","=""4776.9""","=""""","=""4.43e-03""","=""5.83e-02""","=""8.03e+00""","=""-0.934""",A,"=""36469.55""","=""41246.5""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2093.4""","=""0.4""","=""""","=""4776.9""","=""""","=""5.30e-03""","=""5.22e-02""","=""1.44e+01""","=""-0.680""",A,"=""36469.55""","=""41246.5""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,2,"=""""","=""2106.21""","=""0.14""","=""""","=""4747.9""","=""""","=""2.5664e-02""","=""5.6894e-02""","=""1.1835e+01""","=""-0.7678""",AAA,"=""[554753.58]""","=""[559501.45]""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2106.6""","=""0.4""","=""""","=""4747.0""","=""""","=""2.5664e-02""","=""2.8458e-01""","=""5.9208e+01""","=""-0.06868""",AAA,"=""[554753.58]""","=""[559500.55]""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2107.1""","=""0.7""","=""""","=""4745.9""","=""""","=""2.5664e-02""","=""1.7082e-01""","=""3.5549e+01""","=""-0.29033""",AAA,"=""[554753.58]""","=""[559499.5]""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,1,"=""""","=""2176.77""","=""0.07""","=""""","=""4593.97""","=""""","=""7.81e-05""","=""5.55e-04""","=""1.59e-01""","=""-2.654""",A,"=""36623.38""","=""41217.35""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2176.77""","=""0.07""","=""""","=""4593.97""","=""""","=""7.81e-04""","=""2.77e-03""","=""7.95e-01""","=""-1.955""",A,"=""36623.38""","=""41217.35""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2176.78""","=""0.07""","=""""","=""4593.95""","=""""","=""7.02e-04""","=""3.33e-03""","=""1.43e+00""","=""-1.700""",A,"=""36623.40""","=""41217.35""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2223.0""","=""0.5""","=""""","=""4498.3""","=""""","=""3.58e-03""","=""1.33e-02""","=""3.88e+00""","=""-1.276""",A,"=""36469.55""","=""40967.9""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2223.0""","=""0.5""","=""""","=""4498.3""","=""""","=""1.79e-03""","=""1.33e-02""","=""1.94e+00""","=""-1.577""",A,"=""36469.55""","=""40967.9""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""2447.37""","=""2446.97""","=""0.08""","=""0.40""","=""4086.02""","=""*""","=""4.966e-02""","=""2.230e-01""","=""7.186e+01""","=""-0.0497""",AA,"=""30925.38""","=""35012.06""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",4,2,,"=""T7401LS""","=""L7397""",
Li,1,"=""2447.37""","=""2446.97""","=""0.08""","=""0.40""","=""4086.02""","=""*""","=""2.483e-02""","=""2.230e-01""","=""3.593e+01""","=""-0.3507""",AA,"=""30925.38""","=""35012.06""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
Li,1,"=""""","=""2497.81""","=""0.09""","=""""","=""4003.50""","=""""","=""3.39e-05""","=""3.17e-04""","=""5.22e-02""","=""-3.197""",B,"=""35012.06""","=""39015.56""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2497.81""","=""0.09""","=""""","=""4003.50""","=""""","=""3.38e-05""","=""6.32e-04""","=""1.04e-01""","=""-2.90""",B,"=""35012.06""","=""39015.56""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2520.31""","=""0.09""","=""""","=""3967.76""","=""""","=""1.40e-03""","=""1.33e-02""","=""4.42e+00""","=""-1.274""",A,"=""36469.55""","=""40437.31""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2520.31""","=""0.09""","=""""","=""3967.76""","=""""","=""6.99e-03""","=""1.33e-01""","=""2.21e+01""","=""-0.575""",A,"=""36469.55""","=""40437.31""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2520.31""","=""0.09""","=""""","=""3967.77""","=""""","=""8.37e-03""","=""1.20e-01""","=""3.97e+01""","=""-0.320""",A,"=""36469.55""","=""40437.32""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2626.7""","=""0.7""","=""""","=""3807.1""","=""""","=""1.19e-05""","=""1.23e-04""","=""6.39e-02""","=""-3.132""",B',"=""36630.2""","=""40437.32""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""5/2""",6,6,,"=""T1115CA""","=""""",
Li,1,"=""""","=""2626.7""","=""0.7""","=""""","=""3807.1""","=""""","=""2.50e-04""","=""1.72e-03""","=""8.94e-01""","=""-1.985""",B',"=""36630.2""","=""40437.31""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""3/2""",6,4,,"=""T1115CA""","=""""",
Li,1,"=""""","=""2626.7""","=""0.7""","=""""","=""3807.1""","=""""","=""2.38e-04""","=""1.85e-03""","=""1.28e+00""","=""-1.831""",B',"=""36630.2""","=""40437.32""","=""1s2.4f""","=""2F*""","=""7/2""","=""1s2.6d""","=""2D""","=""5/2""",8,6,,"=""T1115CA""","=""""",
Li,1,"=""""","=""2654.31""","=""0.10""","=""""","=""3767.46""","=""""","=""1.37e-04""","=""1.44e-03""","=""5.04e-01""","=""-2.239""",A,"=""36623.38""","=""40390.84""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2654.31""","=""0.10""","=""""","=""3767.46""","=""""","=""1.37e-03""","=""7.21e-03""","=""2.52e+00""","=""-1.540""",A,"=""36623.38""","=""40390.84""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2654.32""","=""0.10""","=""""","=""3767.44""","=""""","=""1.23e-03""","=""8.64e-03""","=""4.53e+00""","=""-1.285""",A,"=""36623.40""","=""40390.84""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2688.71""","=""0.10""","=""""","=""3719.26""","=""""","=""3.738e-02""","=""4.051e-01""","=""7.172e+01""","=""-0.0914""",AA,"=""27206.12""","=""30925.38""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""1/2""",2,2,,"=""T7401LS""","=""""",
Li,1,"=""""","=""2688.71""","=""0.10""","=""""","=""3719.26""","=""""","=""3.737e-02""","=""8.100e-01""","=""1.434e+02""","=""0.2095""",AA,"=""27206.12""","=""30925.38""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""3/2""",2,4,,"=""T7401LS""","=""""",
Li,1,"=""""","=""2842.45""","=""0.11""","=""""","=""3518.09""","=""""","=""3.19e-03""","=""3.87e-02""","=""7.24e+00""","=""-1.111""",A,"=""36469.55""","=""39987.64""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2842.45""","=""0.11""","=""""","=""3518.09""","=""""","=""6.40e-03""","=""3.87e-02""","=""1.45e+01""","=""-0.810""",A,"=""36469.55""","=""39987.64""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
Li,2,"=""""","=""2893.28""","=""0.15""","=""""","=""3456.29""","=""""","=""1.922e-06""","=""4.021e-05""","=""1.149e-02""","=""-3.919""",AA,"=""[597661.86]""","=""[601118.15]""","=""1s.6p""","=""3P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2893.84""","=""0.15""","=""""","=""3455.62""","=""""","=""7.794e-07""","=""9.785e-06""","=""4.661e-03""","=""-4.3105""",AA,"=""[597662.53]""","=""[601118.15]""","=""1s.6p""","=""3P*""","=""2""","=""1s.7d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,1,"=""""","=""2896.76""","=""0.12""","=""""","=""3452.13""","=""""","=""4.63e-06""","=""5.82e-05""","=""1.11e-02""","=""-3.93""",B,"=""38299.50""","=""41751.63""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""2896.76""","=""0.12""","=""""","=""3452.13""","=""""","=""4.63e-06""","=""1.16e-04""","=""2.22e-02""","=""-3.633""",B,"=""38299.50""","=""41751.63""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,2,"=""""","=""2897.11""","=""0.19""","=""""","=""3451.71""","=""""","=""1.2591e-02""","=""4.7531e-01""","=""4.5333e+01""","=""-0.32303""",AAA,"=""[597661.48]""","=""[601113.19]""","=""1s.6p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2897.11""","=""0.12""","=""""","=""3451.72""","=""""","=""1.6997e-02""","=""3.5645e-01""","=""1.0199e+02""","=""0.0291""",AAA,"=""[597661.86]""","=""[601113.58]""","=""1s.6p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2897.11""","=""0.12""","=""""","=""3451.71""","=""""","=""2.2664e-02""","=""3.9926e-01""","=""1.9040e+02""","=""0.30023""",AAA,"=""[597662.53]""","=""[601114.24]""","=""1s.6p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2897.43""","=""0.19""","=""""","=""3451.33""","=""""","=""9.4433e-03""","=""1.1885e-01""","=""3.4011e+01""","=""-0.44787""",AAA,"=""[597661.86]""","=""[601113.19]""","=""1s.6p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""2897.67""","=""0.12""","=""""","=""3451.05""","=""""","=""5.6651e-03""","=""7.1312e-02""","=""3.4014e+01""","=""-0.44787""",AAA,"=""[597662.53]""","=""[601113.58]""","=""1s.6p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
