element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cs,2,"=""277.7786""","=""0.0003""","=""277.778612""","=""0.000010""","="" 0.0000""","=""35989.27""","=""110""","=""""","=""""","=""""","=""""",,"=""130775.1451""","=""166764.4149""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L12126""",
Cs,3,"=""277.91785""","=""0.00010""","=""277.91797""","=""0.00006""","=""-0.00012""","=""35971.240""","=""19000""","=""2.58e-01""","=""5.98e-02""","=""1.09e+00""","=""-0.922""",,"=""132419.196""","=""168390.420""","=""5s2.5p4.(3P<2>).5d""","=""2[0]""","=""1/2""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""",2,4,,"=""T8611""","=""L14869""",
Cs,2,"=""278.0068""","=""0.0003""","=""278.006625""","=""0.000014""","=""0.0002""","=""35959.73""","=""1300""","=""""","=""""","=""""","=""""",,"=""107401.5602""","=""143361.3141""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",5,3,,"=""""","=""L12126""",
Cs,3,"=""278.41655""","=""0.00006""","=""278.41653""","=""0.00015""","=""0.00002""","=""35906.812""","=""32000""","=""3.05e+00""","=""2.36e-01""","=""1.30e+01""","=""0.152""",,"=""171189.785""","=""207096.599""","=""5s2.5p4.(1S<0>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(1S<0>).6p""","=""2[1]*""","=""3/2""",6,4,,"=""T8611""","=""L14869""",
Cs,2,"=""278.46608""","=""0.00007""","=""278.466023""","=""0.000010""","=""0.00006""","=""35900.425""","=""1600""","=""""","=""""","=""""","=""""",,"=""129998.9106""","=""165899.3431""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",3,5,,"=""""","=""L12126""",
Cs,3,"=""278.70563""","=""0.00013""","=""278.70569""","=""0.00009""","=""-0.00006""","=""35869.570""","=""78000""","=""1.31e-01""","=""1.22e-02""","=""1.12e+00""","=""-0.91""",,"=""144868.730""","=""180738.292""","=""5s2.5p4.(1D<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",10,8,,"=""T8611""","=""L14869""",
Cs,3,"=""278.82581""","=""0.00011""","=""278.82586""","=""0.00004""","=""-0.00005""","=""35854.110""","=""90000""","=""1.23e+00""","=""9.56e-02""","=""5.27e+00""","=""-0.24""",,"=""142067.732""","=""177921.836""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""3/2""",6,4,,"=""T8611""","=""L14869""",
Cs,3,"=""278.88664""","=""0.00005""","=""278.88664""","=""0.00006""","="" 0.00000""","=""35846.290""","=""22000""","=""9.95e-02""","=""5.80e-03""","=""2.13e-01""","=""-1.634""",,"=""140794.613""","=""176640.903""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",4,2,,"=""T8611""","=""L14869""",
Cs,2,"=""278.97757""","=""0.00005""","=""278.977565""","=""0.000010""","=""0.00000""","=""35834.607""","=""18000""","=""""","=""""","=""""","=""""",,"=""130775.1451""","=""166609.7528""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L12126""",
Cs,3,"=""279.21069""","=""0.00007""","=""279.21072""","=""0.00003""","=""-0.00003""","=""35804.690""","=""25000""","=""2.73e+00""","=""2.13e-01""","=""1.17e+01""","=""0.106""",,"=""163495.585""","=""199300.271""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).7s""","=""2[2]""","=""3/2""",6,4,,"=""T8611""","=""L14869""",
